iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
VNM,Asia,Vietnam,2021/6/1,7625,193,242,48,1,0.571,77.672,1.966,2.465,0.489,0.01,0.006,1.28,,,,,,,,,,,,,58800,0.599,0.004,243,samples tested,,,,,,10434,,,,,106,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/2,7870,245,254.857,49,1,0.571,80.168,2.496,2.596,0.499,0.01,0.006,1.25,,,,,,,,,,4205967,42.844,,58321,0.594,0.004,228.8,samples tested,1110111,1078934,31177,,,10749,1.13,1.1,0.03,,109,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/3,8063,193,243.857,49,0,0.429,82.134,1.966,2.484,0.499,0,0.004,1.23,,,,,,,,,51066,4257033,43.364,0.52,56211,0.573,0.004,230.5,samples tested,1156056,1124505,31551,,45945,15392,1.18,1.15,0.03,,157,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/4,8364,301,281.143,51,2,0.571,85.2,3.066,2.864,0.52,0.02,0.006,1.22,,,,,,,,,43003,4300036,43.802,0.438,52949,0.539,0.005,188.3,samples tested,1217607,1185206,32401,,61551,22264,1.24,1.21,0.03,,227,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/5,8580,216,238.857,53,2,0.857,87.4,2.2,2.433,0.54,0.02,0.009,1.2,,,,,,,,,,,,,53106,0.541,0.004,222.3,samples tested,1243304,1209672,33632,,25697,24014,1.27,1.23,0.03,,245,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/6,8791,211,240.571,53,0,0.857,89.55,2.149,2.451,0.54,0,0.009,1.2,,,,,,,,,,4408663,44.909,,50551,0.515,0.005,210.1,samples tested,1248559,1214916,33643,,5255,22844,1.27,1.24,0.03,,233,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/7,9027,236,227.857,53,0,0.857,91.954,2.404,2.321,0.54,0,0.009,1.2,,,,,,,,,68923,4477586,45.611,0.702,53199,0.542,0.004,233.5,samples tested,1340098,1301932,38166,,91539,34000,1.37,1.33,0.04,,346,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/8,9222,195,228.143,55,2,1,93.94,1.986,2.324,0.56,0.02,0.01,1.2,,,,,,,,,42290,4519876,46.042,0.431,52042,0.53,0.004,228.1,samples tested,1354856,1312741,42115,,14758,35536,1.38,1.34,0.04,,362,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/9,9635,413,252.143,55,0,0.857,98.147,4.207,2.568,0.56,0,0.009,1.2,,,,,,,,,62370,4582246,46.677,0.635,53754,0.548,0.005,213.2,samples tested,1389887,1342708,47179,,35031,39968,1.42,1.37,0.05,,407,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/10,9835,200,253.143,55,0,0.857,100.185,2.037,2.579,0.56,0,0.009,1.19,,,,,,,,,43798,4626044,47.123,0.446,52716,0.537,0.005,208.2,samples tested,1411548,1361525,50023,,21661,36499,1.44,1.39,0.05,,372,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/11,10048,213,240.571,57,2,0.857,102.354,2.17,2.451,0.581,0.02,0.009,1.2,,,,,,,,,70977,4697021,47.846,0.723,56712,0.578,0.004,235.7,samples tested,1445723,1392596,53127,,34175,32588,1.47,1.42,0.05,,332,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/12,10337,289,251,58,1,0.714,105.298,2.944,2.557,0.591,0.01,0.007,1.2,,,,,,,,,69511,4766532,48.554,0.708,58883,0.6,0.004,234.6,samples tested,1454221,1399836,54385,,8498,30131,1.48,1.43,0.06,,307,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/13,10630,293,262.714,59,1,0.857,108.283,2.985,2.676,0.601,0.01,0.009,1.22,,,,,,,,,70741,4837273,49.275,0.721,61230,0.624,0.004,233.1,samples tested,1498323,1443058,55265,,44102,35681,1.53,1.47,0.06,,363,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/14,10881,251,264.857,59,0,0.857,110.84,2.557,2.698,0.601,0,0.009,1.23,,,,,,,,,69477,4906750,49.983,0.708,61309,0.625,0.004,231.5,samples tested,1552651,1493043,59608,,54328,30365,1.58,1.52,0.06,,309,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/15,11304,423,297.429,61,2,0.857,115.149,4.309,3.03,0.621,0.02,0.009,1.24,,,,,,,,,77438,4984188,50.772,0.789,66330,0.676,0.004,223,samples tested,1648072,1584436,63636,,95421,41888,1.68,1.61,0.06,,427,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/16,11794,490,308.429,61,0,0.857,120.14,4.991,3.142,0.621,0,0.009,1.24,,,,,,,,,59363,5043551,51.376,0.605,65901,0.671,0.005,213.7,samples tested,1773297,1700972,72325,,125225,54773,1.81,1.73,0.07,,558,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/17,12150,356,330.714,61,0,0.857,123.766,3.626,3.369,0.621,0,0.009,1.23,,,,,,,,,68729,5112280,52.076,0.7,69462,0.708,0.005,210,samples tested,1991059,1901226,89833,,217762,82787,2.03,1.94,0.09,,843,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/18,12508,358,351.429,62,1,0.714,127.413,3.647,3.58,0.632,0.01,0.007,1.23,,,,,,,,,61503,5173783,52.703,0.627,68109,0.694,0.005,193.8,samples tested,2233208,2127352,105856,,242149,112498,2.27,2.17,0.11,,1146,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/19,12978,470,377.286,64,2,0.857,132.201,4.788,3.843,0.652,0.02,0.009,1.22,,,,,,,,,36462,5210245,53.074,0.371,63388,0.646,0.006,168,samples tested,2359376,2244061,115315,,126168,129308,2.4,2.29,0.12,,1317,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/20,13258,280,375.429,66,2,1,135.053,2.852,3.824,0.672,0.02,0.01,1.22,,,,,,,,,54293,5264538,53.627,0.553,61038,0.622,0.006,162.6,samples tested,2422643,2300960,121683,,63267,132046,2.47,2.34,0.12,,1345,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/21,13530,272,378.429,69,3,1.429,137.824,2.771,3.855,0.703,0.031,0.015,1.23,,,,,,,,,53386,5317924,54.171,0.544,58739,0.598,0.006,155.2,samples tested,,,,,,134750,,,,,1373,77.31,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/22,13782,252,354,69,0,1.143,140.391,2.567,3.606,0.703,0,0.012,1.23,,,,,,,,,57491,5375415,54.757,0.586,55890,0.569,0.006,157.9,samples tested,2569156,2435313,133843,,,131583,2.62,2.48,0.14,,1340,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/23,13989,207,313.571,70,1,1.286,142.499,2.109,3.194,0.713,0.01,0.013,1.24,,,,,,,,,,,,,56471,0.575,0.006,180.1,samples tested,2626337,2488655,137682,,57181,121863,2.68,2.54,0.14,,1241,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/24,14323,334,310.429,72,2,1.571,145.902,3.402,3.162,0.733,0.02,0.016,1.27,,,,,,,,,,5502282,56.049,,55715,0.568,0.006,179.5,samples tested,2920248,2777127,143121,,293911,132741,2.97,2.83,0.15,,1352,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/25,14537,214,289.857,74,2,1.714,148.082,2.18,2.953,0.754,0.02,0.017,1.31,,,,,,,,,61112,5563394,56.672,0.623,55659,0.567,0.005,192,samples tested,3087580,2937264,150316,,167332,122053,3.15,2.99,0.15,,1243,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/26,15325,788,335.286,74,0,1.429,156.109,8.027,3.415,0.754,0,0.015,1.35,,,,,,,,,73624,5637018,57.422,0.75,60968,0.621,0.005,181.8,samples tested,3299232,3143744,155488,,211652,134265,3.36,3.2,0.16,,1368,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/27,15740,415,354.571,76,2,1.429,160.336,4.227,3.612,0.774,0.02,0.015,1.37,,,,,,,,,60106,5697124,58.034,0.612,61798,0.63,0.006,174.3,samples tested,3386607,3229471,157136,,87375,137709,3.45,3.29,0.16,,1403,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/28,16136,396,372.286,78,2,1.286,164.37,4.034,3.792,0.795,0.02,0.013,1.4,,,,,,,,,71049,5768173,58.758,0.724,64321,0.655,0.006,172.8,samples tested,3497104,3324110,172994,,110497,143029,3.56,3.39,0.18,,1457,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/29,16507,371,389.286,80,2,1.571,168.149,3.779,3.965,0.815,0.02,0.016,1.42,,,,,,,,,75426,5843599,59.526,0.768,66883,0.681,0.006,171.8,samples tested,3593970,3411489,182481,,96866,146402,3.66,3.48,0.19,,1491,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/6/30,17052,545,437.571,81,1,1.571,173.701,5.552,4.457,0.825,0.01,0.016,1.46,,,,,,,,,57892,5901491,60.116,0.59,66092,0.673,0.007,151,samples tested,3776980,3583939,193041,,183010,164378,3.85,3.65,0.2,,1674,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/1,17727,675,486.286,81,0,1.286,180.577,6.876,4.954,0.825,0,0.013,1.5,,,,,,,,,72519,5974010,60.854,0.739,67390,0.686,0.007,138.6,samples tested,3813767,3609761,204006,,36787,127646,3.88,3.68,0.21,,1300,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/2,18121,394,512,84,3,1.429,184.59,4.013,5.216,0.856,0.031,0.015,1.53,,,,,,,,,132844,6106854,62.208,1.353,77637,0.791,0.007,151.6,samples tested,3842646,3628241,214405,,28879,107867,3.91,3.7,0.22,,1099,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/3,19310,1189,569.286,84,0,1.429,196.702,12.112,5.799,0.856,0,0.015,1.57,,,,,,,,,,,,,72096,0.734,0.008,126.6,samples tested,3867407,3648805,218602,,24761,81168,3.94,3.72,0.22,,827,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/4,20261,951,645.857,86,2,1.429,206.389,9.687,6.579,0.876,0.02,0.015,1.6,,,,,,,,,,6176528,62.917,,68486,0.698,0.009,106,samples tested,3890855,3667519,223336,,23448,72035,3.96,3.74,0.23,,734,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/5,21312,1051,739.429,90,4,1.714,217.095,10.706,7.532,0.917,0.041,0.017,1.62,,,,,,,,,52717,6229245,63.454,0.537,65867,0.671,0.011,89.1,samples tested,3903105,3676247,226858,,12250,58000,3.98,3.74,0.23,,591,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/6,22341,1029,833.429,97,7,2.429,227.577,10.482,8.49,0.988,0.071,0.025,1.64,,,,,,,,,89089,6318334,64.362,0.908,67819,0.691,0.012,81.4,samples tested,3928001,3692431,235570,,24896,47719,4,3.76,0.24,,486,75.46,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/7,23385,1044,904.714,102,5,3,238.212,10.635,9.216,1.039,0.051,0.031,1.66,,,,,,,,,,,,,68623,0.699,0.013,75.9,samples tested,3960956,3719043,241913,,32955,26282,4.03,3.79,0.25,,268,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/8,24810,1425,1011.857,104,2,3.286,252.728,14.516,10.307,1.059,0.02,0.033,1.68,,,,,,,,,,,,,67337,0.686,0.015,66.5,samples tested,3983800,3734268,249532,,22844,24290,4.06,3.8,0.25,,247,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/9,26608,1798,1212.429,110,6,3.714,271.043,18.315,12.35,1.121,0.061,0.038,1.69,,,,,,,,,,,,,57434,0.585,0.021,47.4,samples tested,4010786,3752512,258274,,26986,24020,4.09,3.82,0.26,,245,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/10,28470,1862,1308.571,112,2,4,290.011,18.967,13.33,1.141,0.02,0.041,1.7,,,,,,,,,,,,,61531,0.627,0.021,47,samples tested,4040783,3769374,271409,,29997,24768,4.12,3.84,0.28,,252,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/11,30478,2008,1459.571,119,7,4.714,310.465,20.455,14.868,1.212,0.071,0.048,1.72,,,,,,,,,,6635926,67.597,,65628,0.669,0.022,45,samples tested,4051585,3774138,277447,,10802,22961,4.13,3.84,0.28,,234,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/12,32665,2187,1621.857,125,6,5,332.743,22.278,16.521,1.273,0.061,0.051,1.73,,,,,,,,,,,,,70072,0.714,0.023,43.2,samples tested,4063872,3783505,280367,,12287,22967,4.14,3.85,0.29,,234,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/13,35409,2744,1866.857,132,7,5,360.695,27.952,19.017,1.345,0.071,0.051,1.73,,,,,,,,,,6803573,69.305,,69320,0.706,0.027,37.1,samples tested,4079066,3795182,283884,,15194,21581,4.16,3.87,0.29,,220,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/14,38239,2830,2122,138,6,5.143,389.523,28.828,21.616,1.406,0.061,0.052,1.73,,,,,,,,,74363,6877936,70.062,0.758,70869,0.722,0.03,33.4,samples tested,4146767,3859995,286772,,67701,26544,4.22,3.93,0.29,,270,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/15,42288,4049,2496.857,207,69,14.714,430.768,41.245,25.434,2.109,0.703,0.15,1.72,,,,,,,,,,,,,72705,0.741,0.034,29.1,samples tested,4185623,3890947,294676,,38856,28832,4.26,3.96,0.3,,294,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/16,46292,4004,2812,225,18,16.429,471.555,40.787,28.645,2.292,0.183,0.167,1.71,,,,,,,,,,7030670,71.618,,74540,0.759,0.038,26.5,samples tested,4233896,3935719,298177,,48273,31873,4.31,4.01,0.3,,325,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/17,51002,4710,3218.857,225,0,16.143,519.534,47.979,32.789,2.292,0,0.164,1.69,,,,,,,,,77300,7107970,72.406,0.787,76509,0.779,0.042,23.8,samples tested,4261252,3956254,304998,,27356,31496,4.34,4.03,0.31,,321,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/18,55845,4843,3623.857,254,29,19.286,568.867,49.333,36.915,2.587,0.295,0.196,1.68,,,,,,,,,63874,7171844,73.056,0.651,76560,0.78,0.047,21.1,samples tested,4283906,3977431,306475,,22654,33189,4.36,4.05,0.31,,338,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/19,60180,4335,3930.714,334,80,29.857,613.026,44.159,40.04,3.402,0.815,0.304,1.65,,,,,,,,,72122,7243966,73.791,0.735,74888,0.763,0.052,19.1,samples tested,4305501,3995710,309791,,21595,34518,4.39,4.07,0.32,,352,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/20,65607,5427,4314,334,0,28.857,668.308,55.282,43.945,3.402,0,0.294,1.63,,,,,,,,,,,,,74472,0.759,0.058,17.3,samples tested,4336833,4019161,317672,,31332,36824,4.42,4.09,0.32,,375,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/21,71144,5537,4700.714,370,36,33.143,724.711,56.403,47.884,3.769,0.367,0.338,1.61,,,,,,,,,,,,,75408,0.768,0.062,16,samples tested,4367939,4042984,324955,,31106,31596,4.45,4.12,0.33,,322,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/22,78269,7125,5140.143,370,0,23.286,797.29,72.579,52.36,3.769,0,0.237,1.58,,,,,,,,,,7486705,76.264,,76057,0.775,0.068,14.8,samples tested,4411659,4077099,334560,,43720,32291,4.49,4.15,0.34,,329,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/23,86957,8688,5809.286,370,0,20.714,885.79,88.501,59.176,3.769,0,0.211,1.56,,,,,,,,,102002,7588707,77.303,1.039,79720,0.812,0.073,13.7,samples tested,4478757,4125156,353601,,67098,34980,4.56,4.2,0.36,,356,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/24,94913,7956,6273,370,0,20.714,966.834,81.044,63.9,3.769,0,0.211,1.52,,,,,,,,,98973,7687680,78.311,1.008,82816,0.844,0.076,13.2,samples tested,4535741,4163388,372353,,56984,39213,4.62,4.24,0.38,,399,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/25,101173,6260,6475.429,370,0,16.571,1030.602,63.768,65.962,3.769,0,0.169,1.48,,,,,,,,,158337,7846017,79.924,1.613,96310,0.981,0.067,14.9,samples tested,4613491,4223628,389863,,77750,47084,4.7,4.3,0.4,,480,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/26,106347,5174,6595.286,524,154,27.143,1083.307,52.705,67.183,5.338,1.569,0.276,1.45,,,,,,,,,,,,,104226,1.062,0.063,15.8,samples tested,4746642,4323571,423071,,133151,63020,4.84,4.4,0.43,,642,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/27,117121,10774,7359.143,524,0,27.143,1193.057,109.75,74.964,5.338,0,0.276,1.43,,,,,,,,,,,,,110886,1.13,0.066,15.1,samples tested,5013175,4562339,450836,,266533,96620,5.11,4.65,0.46,,984,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/28,123640,6519,7499.429,630,106,37.143,1259.463,66.406,76.393,6.418,1.08,0.378,1.39,,,,,,,,,,,,,117546,1.197,0.064,15.7,samples tested,5321839,4825209,496630,,308664,136271,5.42,4.92,0.51,,1388,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/29,133405,9765,7876.571,1022,392,93.143,1358.934,99.471,80.235,10.411,3.993,0.949,1.36,,,,,,,,,,,,,124206,1.265,0.063,15.8,samples tested,5529898,4983496,546402,,208059,159748,5.63,5.08,0.56,,1627,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/30,141122,7717,7737.857,1161,139,113,1437.544,78.609,78.822,11.827,1.416,1.151,1.33,,,,,,,,,,,,,127853,1.302,0.061,16.5,samples tested,5931376,5342483,588893,,401478,207517,6.04,5.44,0.6,,2114,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/7/31,150060,8938,7878.143,1306,145,133.714,1528.591,91.047,80.251,13.304,1.477,1.362,1.31,,,,,,,,,,,,,131933,1.344,0.06,16.7,samples tested,6203866,5583255,620611,,272490,238304,6.32,5.69,0.63,,2427,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/8/1,157507,7447,8047.714,1306,0,133.714,1604.45,75.859,81.978,13.304,0,1.362,1.28,,,,,,,,,,8738745,89.018,,127533,1.299,0.063,15.8,samples tested,6415219,5756155,659064,,211353,257390,6.53,5.86,0.67,,2622,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/8/2,157507,1,7308.571,1306,0,111.714,1604.45,0,74.449,13.304,0,1.138,1.26,,,,,,,,,,,,,118299,1.205,0.062,16.2,samples tested,6959197,6246333,712864,,543978,316079,7.09,6.36,0.73,,3220,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
VNM,Asia,Vietnam,2021/8/3,174461,16954,8191.429,2071,765,221,1777.153,172.702,83.442,21.096,7.793,2.251,1.26,,,,,,,,,,8864535,90.299,,109065,1.111,0.075,13.3,samples tested,7291808,6547477,744331,,332611,325519,7.43,6.67,0.76,,3316,79.17,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,,,,
