iso_code,continent,location,date,new_cases
VNM,Asia,Vietnam,2021/9/16,10489
VNM,Asia,Vietnam,2021/9/17,11521
VNM,Asia,Vietnam,2021/9/18,9373
VNM,Asia,Vietnam,2021/9/19,10040
VNM,Asia,Vietnam,2021/9/20,8681
VNM,Asia,Vietnam,2021/9/21,11692
VNM,Asia,Vietnam,2021/9/22,11527
VNM,Asia,Vietnam,2021/9/23,9472
VNM,Asia,Vietnam,2021/9/24,8537
VNM,Asia,Vietnam,2021/9/25,9706
VNM,Asia,Vietnam,2021/9/26,10011
VNM,Asia,Vietnam,2021/9/27,9362
VNM,Asia,Vietnam,2021/9/28,4589
VNM,Asia,Vietnam,2021/9/29,8758
VNM,Asia,Vietnam,2021/9/30,11357
VNM,Asia,Vietnam,2021/10/1,6957
VNM,Asia,Vietnam,2021/10/2,5490
VNM,Asia,Vietnam,2021/10/3,5376
VNM,Asia,Vietnam,2021/10/4,5383
VNM,Asia,Vietnam,2021/10/5,4363
VNM,Asia,Vietnam,2021/10/6,4363
VNM,Asia,Vietnam,2021/10/7,4150
VNM,Asia,Vietnam,2021/10/8,4806
VNM,Asia,Vietnam,2021/10/9,4491
VNM,Asia,Vietnam,2021/10/10,3528
VNM,Asia,Vietnam,2021/10/11,3619
VNM,Asia,Vietnam,2021/10/12,2949
VNM,Asia,Vietnam,2021/10/13,3461
VNM,Asia,Vietnam,2021/10/14,4151
VNM,Asia,Vietnam,2021/10/15,3797
VNM,Asia,Vietnam,2021/10/16,3221
VNM,Asia,Vietnam,2021/10/17,3193
VNM,Asia,Vietnam,2021/10/18,3168
VNM,Asia,Vietnam,2021/10/19,3034
VNM,Asia,Vietnam,2021/10/20,3646
VNM,Asia,Vietnam,2021/10/21,3636
VNM,Asia,Vietnam,2021/10/22,3985
VNM,Asia,Vietnam,2021/10/23,3373
VNM,Asia,Vietnam,2021/10/24,4045
VNM,Asia,Vietnam,2021/10/25,3639
VNM,Asia,Vietnam,2021/10/26,3595
VNM,Asia,Vietnam,2021/10/27,4411
VNM,Asia,Vietnam,2021/10/28,4892
VNM,Asia,Vietnam,2021/10/29,4899
VNM,Asia,Vietnam,2021/10/30,5227
VNM,Asia,Vietnam,2021/10/31,5519
VNM,Asia,Vietnam,2021/11/1,5598
VNM,Asia,Vietnam,2021/11/2,5637
VNM,Asia,Vietnam,2021/11/3,7106
VNM,Asia,Vietnam,2021/11/4,6580
VNM,Asia,Vietnam,2021/11/5,7504
VNM,Asia,Vietnam,2021/11/6,7491
VNM,Asia,Vietnam,2021/11/7,7646
VNM,Asia,Vietnam,2021/11/8,7988
VNM,Asia,Vietnam,2021/11/9,8133
VNM,Asia,Vietnam,2021/11/10,7930
VNM,Asia,Vietnam,2021/11/11,8162
VNM,Asia,Vietnam,2021/11/12,8982
VNM,Asia,Vietnam,2021/11/13,8467
VNM,Asia,Vietnam,2021/11/14,8176
VNM,Asia,Vietnam,2021/11/15,8616
VNM,Asia,Vietnam,2021/11/16,10259
VNM,Asia,Vietnam,2021/11/17,9849
VNM,Asia,Vietnam,2021/11/18,10223
VNM,Asia,Vietnam,2021/11/19,9625
VNM,Asia,Vietnam,2021/11/20,9531
VNM,Asia,Vietnam,2021/11/21,9889
VNM,Asia,Vietnam,2021/11/22,10321
VNM,Asia,Vietnam,2021/11/23,39132
VNM,Asia,Vietnam,2021/11/24,11811
VNM,Asia,Vietnam,2021/11/25,12450
VNM,Asia,Vietnam,2021/11/26,13109
VNM,Asia,Vietnam,2021/11/27,16067
VNM,Asia,Vietnam,2021/11/28,12936
VNM,Asia,Vietnam,2021/11/29,13770
VNM,Asia,Vietnam,2021/11/30,13972
VNM,Asia,Vietnam,2021/12/1,14508
VNM,Asia,Vietnam,2021/12/2,13698
VNM,Asia,Vietnam,2021/12/3,14492
VNM,Asia,Vietnam,2021/12/4,13998
VNM,Asia,Vietnam,2021/12/5,14314
VNM,Asia,Vietnam,2021/12/6,14591
